source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0868,Detect Operating Mode,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--a22fabd2-836e-4141-9219-c76cc10138ec,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0816,Device Restart/Shutdown,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--00e6c22b-9275-4039-b6d4-2ac0680325d6,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0838,Modify Alarm Settings,attack-pattern--e5de767e-f513-41cd-aa15-33f6ce5fbf92,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--2cd79563-0f5a-44a1-9be4-6dc330855d64,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0839,Module Firmware,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--f0ac1d07-fccd-4330-93cf-fbc985ee6fb9,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0861,Point & Tag Identification,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--2ecc567f-3aaa-4bd8-935f-4808d177a552,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0843,Program Download,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--4256a0c2-437d-4a4c-88ac-d08d3041b8c1,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0845,Program Upload,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--c0efb24a-2329-401a-bba6-817f2867bb3f,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0886,Remote Services,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,technique,"Network allowlists can be implemented through either host-based files or system host files to specify what external connections (e.g., IP address, MAC address, port, protocol) can be made from a device.
",relationship--842a2b85-4e77-4eb6-99e1-c4a231aadf48,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0848,Rogue Master,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--652a68a2-a26b-4e8c-86dd-fd83187ed043,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0856,Spoof Reporting Message,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--ce7c17b7-b60d-4ebd-9014-2c421a64d70a,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0869,Standard Application Layer Protocol,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,technique,"Network allowlists can be implemented through either host-based files or system host files to specify what external connections (e.g., IP address, MAC address, port, protocol) can be made from a device. Allowlist techniques that operate at the application layer (e.g., DNP3, Modbus, HTTP) are addressed in the [Filter Network Traffic](https://attack.mitre.org/mitigations/M0937) mitigation.",relationship--d854cc38-adf7-485d-96b5-70606f6cb87e,21 September 2020,16 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0857,System Firmware,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--3dde2b07-7c30-4a18-a9df-f85db84f9b14,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0855,Unauthorized Command Message,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--b960c5ed-1ea8-4dde-9203-c02d291d3bc6,21 September 2020,28 April 2025
M0931,Network Intrusion Prevention,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,mitigation,mitigates,T0830,Adversary-in-the-Middle,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,technique,"Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
",relationship--b13417ea-d8da-497f-818f-d2d90562039a,21 September 2020,16 April 2025
M0931,Network Intrusion Prevention,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,mitigation,mitigates,T0885,Commonly Used Port,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: Gardiner, J.,  Cova, M., Nagaraja, S February 2014)
",relationship--7dedeb73-ef90-4282-a635-cc37326773af,21 September 2020,28 April 2025
M0931,Network Intrusion Prevention,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,mitigation,mitigates,T0884,Connection Proxy,attack-pattern--d67adac8-e3b9-44f9-9e6d-6c2a7d69dbe4,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: Gardiner, J.,  Cova, M., Nagaraja, S February 2014)
",relationship--7411b05d-209a-4907-83ce-00ab1538fbac,21 September 2020,28 April 2025
M0931,Network Intrusion Prevention,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,mitigation,mitigates,T0867,Lateral Tool Transfer,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known tools and protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: Gardiner, J.,  Cova, M., Nagaraja, S February 2014)
",relationship--c69eab3c-861c-45f5-8858-a595fcc7e6f6,21 September 2020,28 April 2025
M0931,Network Intrusion Prevention,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,mitigation,mitigates,T0865,Spearphishing Attachment,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,technique,"Network intrusion prevention systems and systems designed to scan and remove malicious email attachments can be used to block activity.
",relationship--9a607f89-85b8-4fba-8eb7-7e4900ea693f,21 September 2020,28 April 2025
M0931,Network Intrusion Prevention,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,mitigation,mitigates,T0869,Standard Application Layer Protocol,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
",relationship--5be1f2b1-75fd-4e7e-901b-495cee4ab5ad,21 September 2020,28 April 2025
M0931,Network Intrusion Prevention,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,mitigation,mitigates,T0863,User Execution,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,technique,"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity.
",relationship--b1d993d5-9e7e-4043-a651-07c7b5ad5a6b,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0800,Activate Firmware Update Mode,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--f15f24d2-e581-46ce-83e4-a924f572aae6,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0830,Adversary-in-the-Middle,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,technique,"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity.
",relationship--35cf6922-d48f-42ea-b7f5-f0258892bd52,21 September 2020,16 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0878,Alarm Suppression,attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,technique,"Segment operational assets and their management devices based on their functional role within the process. Enabling more strict isolation to more critical control and operational information within the control environment. (Citation: Karen Scarfone; Paul Hoffman September 2009) (Citation: Keith Stouffer May 2015) (Citation: Department of Homeland Security September 2016) (Citation: Dwight Anderson 2014) 
",relationship--b1768154-221c-48be-ab2b-549ec1eddafb,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0802,Automated Collection,attack-pattern--3de230d4-3e42-4041-b089-17e1128feded,technique,"Prevent unauthorized systems from accessing control servers or field devices containing industrial information, especially services used for common automation protocols (e.g., DNP3, OPC).
",relationship--a08d85dd-a8b3-4848-94aa-941c43b6d8f2,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0805,Block Serial COM,attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,technique,"Restrict unauthorized devices from accessing serial comm ports.
",relationship--51eca7b9-6330-48a8-badd-65ed3e9d3639,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0806,Brute Force I/O,attack-pattern--8e7089d3-fba2-44f8-94a8-9a79c53920c4,technique,"Segment operational assets and their management devices based on their functional role within the process. Enabling more strict isolation to more critical control and operational information within the control environment. (Citation: Karen Scarfone; Paul Hoffman September 2009) (Citation: Keith Stouffer May 2015) (Citation: Department of Homeland Security September 2016) (Citation: Dwight Anderson 2014) 
",relationship--56672ea4-cbf0-4a3e-8aed-edcc7d33133b,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0858,Change Operating Mode,attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--e6e0ef82-2cb6-43fe-8f4a-b9e4d5a57b13,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0885,Commonly Used Port,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,technique,"Configure internal and external firewalls to block traffic using common ports that associate to network protocols that may be unnecessary for that particular network segment.
",relationship--bde941c6-2ca0-4f94-9336-027e7eee15a1,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0868,Detect Operating Mode,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--eac550b4-3bd2-4309-8b37-b797dd0bd8a7,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0816,Device Restart/Shutdown,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--45ee1822-71e4-4d92-976d-306561b70555,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0819,Exploit Public-Facing Application,attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00,technique,"Segment externally facing servers and services from the rest of the network with a DMZ or on separate hosting infrastructure.
",relationship--fcb7733f-553d-43de-a8c6-c85a5cd65041,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0866,Exploitation of Remote Services,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,technique,"Segment networks and systems appropriately to reduce access to critical system and services communications.
",relationship--63323b12-86db-4b91-a701-90daf3f98f7c,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0822,External Remote Services,attack-pattern--8d2f3bab-507c-4424-b58b-edc977bd215c,technique,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls. Consider a jump server or host into the DMZ for greater access control. Leverage this DMZ or corporate resources for vendor access. (Citation: Keith Stouffer May 2015)
",relationship--220140ac-d927-4d86-9335-c04aa6ee3c61,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0883,Internet Accessible Device,attack-pattern--f8df6b57-14bc-425f-9a91-6f59f6799307,technique,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls. Steps should be taken to periodically inventory internet accessible devices to determine if it differs from the expected.
",relationship--33215dfa-53d0-4bd7-a15d-cec9315c7c4d,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0838,Modify Alarm Settings,attack-pattern--e5de767e-f513-41cd-aa15-33f6ce5fbf92,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016) (Citation: N/A)
",relationship--19ab6776-42de-48af-975a-568d31a3bb66,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0839,Module Firmware,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--86d45e92-80ba-4f97-b3a3-03ad3469658b,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0842,Network Sniffing,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,technique,"Segment networks and systems appropriately to reduce access to critical system and services communications.
",relationship--34d4101b-b4c9-4ea3-a84d-81e84e7f5033,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0861,Point & Tag Identification,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,technique,"Segment operational assets and their management devices based on their functional role within the process. Enabling more strict isolation to more critical control and operational information within the control environment. (Citation: Karen Scarfone; Paul Hoffman September 2009) (Citation: Keith Stouffer May 2015) (Citation: Department of Homeland Security September 2016) (Citation: Dwight Anderson 2014) 
",relationship--c7aac6c9-da16-46e2-8cfa-dca07a0a7562,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0843,Program Download,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--8fcecf74-36df-41ab-9476-539c9ac0b339,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0845,Program Upload,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--671043a9-337f-411a-9ca9-3112e897ab09,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0886,Remote Services,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,technique,"Segment and control software movement between business and OT environments by way of one directional DMZs. Web access should be restricted from the OT environment. Engineering workstations, including transient cyber assets (TCAs) should have minimal connectivity to external networks, including Internet and email, further limit the extent to which these devices are dual-homed to multiple networks. (Citation: North America Transmission Forum December 2019)
",relationship--502a0b7e-048a-468a-b888-e91fde47c6eb,12 April 2021,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0848,Rogue Master,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,technique,"Segment operational assets and their management devices based on their functional role within the process. Enabling more strict isolation to more critical control and operational information within the control environment. (Citation: Karen Scarfone; Paul Hoffman September 2009) (Citation: Keith Stouffer May 2015) (Citation: Department of Homeland Security September 2016) (Citation: Dwight Anderson 2014) 
",relationship--61668e93-6d9d-418d-9fbd-2d88c3a66544,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0881,Service Stop,attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--9cca3120-c95e-4f5e-bc4b-0521ab5cc512,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0856,Spoof Reporting Message,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,technique,"Segment operational assets and their management devices based on their functional role within the process. Enabling more strict isolation to more critical control and operational information within the control environment. (Citation: Karen Scarfone; Paul Hoffman September 2009) (Citation: Keith Stouffer May 2015) (Citation: Department of Homeland Security September 2016) (Citation: Dwight Anderson 2014) 
",relationship--531e0589-0dad-444d-aca4-6198ba5d9fcd,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0869,Standard Application Layer Protocol,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,technique,"Ensure proper network segmentation between higher level corporate resources and the control process environment.
",relationship--0ff88ef7-44fd-4307-b381-2e0bc76ce83b,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0857,System Firmware,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,technique,"Segment operational network and systems to restrict access to critical system functions to predetermined management systems. (Citation: Department of Homeland Security September 2016)
",relationship--a74c14e2-eb8a-47bb-b64d-20aad9154297,21 September 2020,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0864,Transient Cyber Asset,attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,technique,"Segment and control software movement between business and OT environments by way of one directional DMZs. Web access should be restricted from the OT environment. Engineering workstations, including transient cyber assets (TCAs) should have minimal connectivity to external networks, including Internet and email, further limit the extent to which these devices are dual-homed to multiple networks. (Citation: North America Transmission Forum December 2019)
",relationship--798919d3-df8b-463f-b2be-4c1aa8089384,14 October 2021,28 April 2025
M0930,Network Segmentation,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,mitigation,mitigates,T0855,Unauthorized Command Message,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,technique,"Segment operational assets and their management devices based on their functional role within the process. Enabling more strict isolation to more critical control and operational information within the control environment. (Citation: Karen Scarfone; Paul Hoffman September 2009) (Citation: Keith Stouffer May 2015) (Citation: Department of Homeland Security September 2016) (Citation: Dwight Anderson 2014) 
",relationship--206cc4c8-797e-427b-86f1-4c81df391c6e,21 September 2020,28 April 2025
M0928,Operating System Configuration,course-of-action--9a945a29-5233-4422-a9e3-3e957b0e8bce,mitigation,mitigates,T0895,Autorun Image,attack-pattern--77d9c726-b53e-481d-8bcc-1068aebfbb9d,technique,Configure operating systems to disable the autorun of any specific file types or drives.,relationship--98567b03-7421-4761-8caa-cbea82d89fe3,26 March 2024,16 April 2025
M0928,Operating System Configuration,course-of-action--9a945a29-5233-4422-a9e3-3e957b0e8bce,mitigation,mitigates,T0847,Replication Through Removable Media,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,technique,"Harden the system through operating system controls to prevent the known or unknown use of malicious removable media.
",relationship--604a9bf0-81a3-425b-9005-779c4f0f749d,21 September 2020,28 April 2025
M0809,Operational Information Confidentiality,course-of-action--99c746d7-a08a-4169-94f9-b8c0dad716fa,mitigation,mitigates,T0882,Theft of Operational Information,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,technique,"Example mitigations could include minimizing its distribution/storage or obfuscating the information (e.g., facility coverterms, codenames).  In many cases this information may be necessary to support critical engineering, maintenance, or operational functions, therefore, it may not be feasible to implement.
",relationship--69576d3c-d0e8-459e-9f2e-0b9c560b2e04,21 September 2020,28 April 2025
M0810,Out-of-Band Communications Channel,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,mitigation,mitigates,T0830,Adversary-in-the-Middle,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,technique,"Utilize out-of-band communication to validate the integrity of data from the primary channel.
",relationship--52855d5d-e835-470f-a675-751c2779c861,21 September 2020,28 April 2025
M0810,Out-of-Band Communications Channel,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,mitigation,mitigates,T0878,Alarm Suppression,attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,technique,"Provide an alternative method for alarms to be reported in the event of a communication failure.
",relationship--c9395e2a-afaf-427c-bcb2-ae663d72c05c,21 September 2020,28 April 2025
M0810,Out-of-Band Communications Channel,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,mitigation,mitigates,T0803,Block Command Message,attack-pattern--008b8f56-6107-48be-aa9f-746f927dbb61,technique,"Provide an alternative method for sending critical commands message to outstations, this could include using radio/cell communication to send messages to a field technician that physically performs the control function.
",relationship--0c9ed09d-4ce3-4e65-845a-c21dcc5d956f,21 September 2020,28 April 2025
M0810,Out-of-Band Communications Channel,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,mitigation,mitigates,T0804,Block Reporting Message,attack-pattern--3f1f4ccb-9be2-4ff8-8f69-dd972221169b,technique,"Provide an alternative method for sending critical report messages to operators, this could include using radio/cell communication to obtain messages from field technicians that can locally obtain telemetry and status data.
",relationship--2c8dd182-e0a1-469d-aa65-7a1f734d9b46,21 September 2020,28 April 2025
M0810,Out-of-Band Communications Channel,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,mitigation,mitigates,T0805,Block Serial COM,attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,technique,"Ensure devices have an alternative method for communicating in the event that a valid COM port is unavailable.
",relationship--7d0ec383-4c5d-474d-9262-3f3c0d6c05b1,21 September 2020,28 April 2025
M0810,Out-of-Band Communications Channel,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,mitigation,mitigates,T0813,Denial of Control,attack-pattern--e33c7ecc-5a38-497f-beb2-a9a2049a4c20,technique,"Provide operators with redundant, out-of-band communication to support monitoring and control of the operational processes, especially when recovering from a network outage  (Citation: National Institute of Standards and Technology April 2013). Out-of-band communication should utilize diverse systems and technologies to minimize common failure modes and vulnerabilities within the communications infrastructure. For example, wireless networks (e.g., 3G, 4G) can be used to provide diverse and redundant delivery of data.
",relationship--2089201c-c1c6-4d92-a737-a6499e26ee7f,21 September 2020,28 April 2025
M0810,Out-of-Band Communications Channel,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,mitigation,mitigates,T0815,Denial of View,attack-pattern--56ddc820-6cfb-407f-850b-52c035d123ac,technique,"Provide operators with redundant, out-of-band communication to support monitoring and control of the operational processes, especially when recovering from a network outage  (Citation: National Institute of Standards and Technology April 2013). Out-of-band communication should utilize diverse systems and technologies to minimize common failure modes and vulnerabilities within the communications infrastructure. For example, wireless networks (e.g., 3G, 4G) can be used to provide diverse and redundant delivery of data.
",relationship--18ef2d69-d11a-4d31-a803-da989c4073f7,21 September 2020,28 April 2025
M0810,Out-of-Band Communications Channel,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,mitigation,mitigates,T0826,Loss of Availability,attack-pattern--b5b9bacb-97f2-4249-b804-47fd44de1f95,technique,"Provide operators with redundant, out-of-band communication to support monitoring and control of the operational processes, especially when recovering from a network outage  (Citation: National Institute of Standards and Technology April 2013). Out-of-band communication should utilize diverse systems and technologies to minimize common failure modes and vulnerabilities within the communications infrastructure. For example, wireless networks (e.g., 3G, 4G) can be used to provide diverse and redundant delivery of data.
",relationship--52c7176b-431d-44a6-8c03-7c15a8cf6ce1,21 September 2020,28 April 2025
